Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Pre-processing time (ms)","Move-Log Fitness","Trace Length","Exit code of alignment for trace","Approximate memory used (kb)","Number of LPs solved","Queued States",Match
1209,"trace_665",1,Yes,"5.00","13.36","81.00","0.88","0.83","0.10","0.82","17.00","1.00","17.00","3.00","82.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L]HRRAN|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1210,"trace_672",1,Yes,"5.00","15.43","86.00","0.88","0.83","0.09","0.82","17.00","1.00","17.00","3.00","88.00",[L/M]SRP|[L]FRPP|[L]HRRAN|[M-REAL]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1211,"trace_693",1,Yes,"6.00","3.00","60.00","0.81","0.79","0.02","0.81","16.00","1.00","8.00","1.00","60.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L]MHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1212,"trace_697",1,Yes,"7.00","11.10","119.00","0.92","0.77","0.07","0.67","18.00","1.00","18.00","3.00","120.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]FRPP|[L/M]FRPP|[L]RBPC|[L]REPC|[L]RIBPC|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L/M]FRP
1213,"trace_719",1,Yes,"1.00","4.13","67.00","0.95","0.97","0.03","1.00","18.00","1.00","8.00","1.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[M-REAL]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1214,"trace_793",1,Yes,"1.00","4.38","67.00","0.95","0.97","0.06","1.00","18.00","1.00","9.00","1.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[M-REAL]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1215,"trace_797",1,Yes,"4.00","9.72","117.00","0.94","0.87","0.07","0.83","18.00","1.00","13.00","2.00","118.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]RHRRPC|[L]FRP|[M-REAL]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1216,"trace_824",1,Yes,"4.00","15.18","164.00","0.94","0.87","0.03","0.83","18.00","1.00","24.00","4.00","166.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L]FRP|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1217,"trace_828",1,Yes,"5.00","14.23","93.00","0.88","0.83","0.03","0.82","17.00","1.00","22.00","4.00","95.00",[L/M]SRP|[L]FRPP|[L]HRRAN|[M-REAL]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1218,"trace_856",1,Yes,"6.00","7.19","88.00","0.81","0.79","0.03","0.81","16.00","1.00","12.00","2.00","88.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L]LRERV|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1219,"trace_877",1,Yes,"6.00","11.14","135.00","0.81","0.79","0.06","0.81","16.00","1.00","18.00","3.00","135.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L]AHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1220,"trace_884",1,Yes,"4.00","7.47","81.00","0.94","0.87","0.06","0.83","18.00","1.00","12.00","2.00","81.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L]HRRAN|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1221,"trace_922",1,Yes,"6.00","3.56","60.00","0.81","0.79","0.04","0.81","16.00","1.00","8.00","1.00","60.00",[L/M]SRP|[L]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1222,"trace_949",1,Yes,"4.00","14.07","117.00","0.94","0.87","0.02","0.83","18.00","1.00","18.00","3.00","118.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]HRHA|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1223,"trace_954",1,Yes,"5.00","9.48","78.00","0.88","0.83","0.02","0.82","17.00","1.00","17.00","3.00","79.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L]SRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1224,"trace_1014",1,Yes,"6.00","7.00","110.00","0.81","0.79","0.07","0.81","16.00","1.00","13.00","2.00","110.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]HRHA|[L]FHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1225,"trace_1021",1,Yes,"4.00","13.48","163.00","0.94","0.87","0.03","0.83","18.00","1.00","24.00","4.00","165.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L]MHRRPC|[L/M]SHRRPC|[L/M]HRHA|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1226,"trace_1032",1,Yes,"7.00","13.62","99.00","0.92","0.77","0.09","0.67","18.00","1.00","17.00","4.00","103.00",[L]FRPP|[L]REPC|[L]RBPC|[L]RIBPC|[M-REAL]SRP|[L/M]SRPP|[L]REPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1227,"trace_1121",1,Yes,"5.00","16.31","117.00","0.88","0.83","0.03","0.82","17.00","1.00","23.00","4.00","119.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L]HRRAN|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1228,"trace_1169",1,Yes,"4.00","13.92","112.00","0.94","0.87","0.03","0.83","18.00","1.00","18.00","3.00","113.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP|[L]HRHA
1229,"trace_1209",1,Yes,"7.00","13.50","174.00","0.92","0.77","0.03","0.67","18.00","1.00","25.00","4.00","174.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]FRPP|[L]REPP|[L/M]FRPP|[L]RBPC|[L]REPC|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
1230,"trace_1211",1,Yes,"7.00","14.92","174.00","0.92","0.77","0.04","0.67","18.00","1.00","25.00","4.00","174.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L]REPP|[L]FRPP|[L]REPC|[L]RBPC|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
1231,"trace_1218",1,Yes,"4.00","3.25","65.00","0.94","0.87","0.03","0.83","18.00","1.00","8.00","1.00","65.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L]AHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1232,"trace_1238",1,Yes,"6.00","8.34","88.00","0.81","0.79","0.03","0.81","16.00","1.00","12.00","2.00","88.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L]FHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1233,"trace_1245",1,Yes,"5.00","12.23","83.00","0.88","0.83","0.03","0.82","17.00","1.00","17.00","3.00","84.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRHA|[L]RHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1234,"trace_1249",1,Yes,"7.00","14.91","81.00","0.92","0.77","0.03","0.67","18.00","1.00","23.00","4.00","81.00",[L/M]SRP|[L]FRPP|[L]RBPC|[L]RIBPC|[L]SRPP|[L]REPP|[L]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1235,"trace_1292",1,Yes,"1.00","5.23","67.00","0.95","0.97","0.06","1.00","18.00","1.00","8.00","1.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[M-REAL]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1236,"trace_1298",1,Yes,"6.00","3.06","61.00","0.81","0.79","0.02","0.81","16.00","1.00","8.00","1.00","61.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SRP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1237,"trace_1299",1,Yes,"6.00","6.04","99.00","0.81","0.79","0.02","0.81","16.00","1.00","13.00","2.00","99.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L]FRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1238,"trace_1323",1,Yes,"5.00","12.01","79.00","0.88","0.83","0.02","0.82","17.00","1.00","17.00","3.00","80.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L]SHRRP|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1239,"trace_1365",1,Yes,"4.00","9.61","134.00","0.94","0.87","0.02","0.83","18.00","1.00","18.00","3.00","134.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L]HRRAN|[L/M]FHRRP|[L/M]FRP
1240,"trace_1368",1,Yes,"1.00","3.26","67.00","0.95","0.97","0.02","1.00","18.00","1.00","8.00","1.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[M-REAL]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1241,"trace_1383",1,Yes,"6.00","2.91","65.00","0.81","0.79","0.02","0.81","16.00","1.00","8.00","1.00","65.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L]LRERV|[L/M]HRRAN|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1242,"trace_1402",1,Yes,"5.00","13.59","107.00","0.88","0.83","0.02","0.82","17.00","1.00","23.00","4.00","109.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L]RIBPC|[L/M]FRP
1243,"trace_1444",1,Yes,"4.00","6.56","75.00","0.94","0.87","0.04","0.83","18.00","1.00","12.00","2.00","75.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L]REPP|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1244,"trace_1454",1,Yes,"6.00","2.99","64.00","0.81","0.79","0.02","0.81","16.00","1.00","8.00","1.00","64.00",[L/M]SRP|[L]LRERV|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]HRRAN|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1245,"trace_1491",1,Yes,"7.00","17.68","148.00","0.92","0.77","0.04","0.67","18.00","1.00","24.00","4.00","149.00",[L/M]SRP|[L]FRPP|[L]RIBPC|[L]REPC|[L]RBPC|[L/M]SRPP|[L]REPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
1246,"trace_1539",1,Yes,"6.00","3.38","62.00","0.81","0.79","0.02","0.81","16.00","1.00","8.00","1.00","62.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L]SLRRP|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1247,"trace_1557",1,Yes,"4.00","9.84","120.00","0.94","0.87","0.03","0.83","18.00","1.00","18.00","3.00","121.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]REPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1248,"trace_1581",1,Yes,"7.00","10.62","127.00","0.92","0.77","0.02","0.67","18.00","1.00","18.00","3.00","127.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]FRPP|[L]REPP|[L]REPP|[L/M]FRPP|[L]REPC|[L]RIBPC|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L/M]FRP
1249,"trace_1584",1,Yes,"6.00","6.25","91.00","0.81","0.79","0.02","0.81","16.00","1.00","12.00","2.00","91.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L]RHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1250,"trace_1589",1,Yes,"6.00","6.72","94.00","0.81","0.79","0.02","0.81","16.00","1.00","12.00","2.00","94.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]MHRRPC|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1251,"trace_1613",1,Yes,"6.00","3.69","61.00","0.81","0.79","0.03","0.81","16.00","1.00","8.00","1.00","61.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L]SLRRP|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1252,"trace_1626",1,Yes,"1.00","4.92","67.00","0.95","0.97","0.04","1.00","18.00","1.00","8.00","1.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[M-REAL]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1253,"trace_1658",1,Yes,"1.00","3.06","67.00","0.95","0.97","0.02","1.00","18.00","1.00","8.00","1.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[M-REAL]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1254,"trace_1660",1,Yes,"4.00","3.40","66.00","0.94","0.87","0.03","0.83","18.00","1.00","8.00","1.00","66.00",[L/M]SRP|[L]RIBPC|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]HRRAN|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1255,"trace_1689",1,Yes,"5.00","20.96","114.00","0.88","0.83","0.03","0.82","17.00","1.00","23.00","4.00","117.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L]RIBPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1256,"trace_1781",1,Yes,"4.00","19.21","93.00","0.94","0.87","0.07","0.83","18.00","1.00","17.00","3.00","93.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]HRRR|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1257,"trace_1799",1,Yes,"6.00","3.08","63.00","0.81","0.79","0.02","0.81","16.00","1.00","8.00","1.00","63.00",[L]RIBPC|[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRHA|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1258,"trace_1801",1,Yes,"5.00","19.51","84.00","0.88","0.83","0.02","0.82","17.00","1.00","17.00","3.00","85.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]HRRAN|[L]LRIRV|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1259,"trace_1832",1,Yes,"5.00","15.33","117.00","0.88","0.83","0.04","0.82","17.00","1.00","23.00","4.00","120.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L]RIBPC|[L/M]HRRAN|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRHA|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1260,"trace_1857",1,Yes,"5.00","9.63","79.00","0.88","0.83","0.03","0.82","17.00","1.00","16.00","3.00","80.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]FLRRP|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1261,"trace_1868",1,Yes,"7.00","9.78","99.00","0.92","0.77","0.03","0.67","18.00","1.00","17.00","3.00","100.00",[L/M]SRP|[L]FRPP|[L]RBPC|[L]REPC|[L]RIBPC|[L/M]SRPP|[L]REPP|[L]REPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1262,"trace_1886",1,Yes,"6.00","8.61","85.00","0.81","0.79","0.04","0.81","16.00","1.00","12.00","2.00","85.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L]REPC|[L/M]HRRAN|[L/M]HRHA|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
